condition,PID,agent_type,tick,local_time,location,vic_area,in_own_area?,action,victim,vic_drop_loc,vic_order,score,completeness,water_time,agent_name,at_drop_off,in_order
mission_comm,PA64,nowill,83,1752076578,"(10, 18)",C2,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,0.0,Bolt,False,
mission_comm,PA64,human,145,1752076585,"(1, 11)",D2,False,take_victim,victim_2_,"(9, 8)",2,0,0.0,0.0,Bolt,False,
mission_comm,PA64,nowill,191,1752076589,"(8, 8)",C2,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,0.0,Bolt,True,True
mission_comm,PA64,human,209,1752076591,"(9, 8)",D2,False,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,0.0,Bolt,True,True
mission_comm,PA64,nowill,235,1752076594,"(9, 15)",C1,True,take_victim,victim_3_,"(10, 8)",3,10,0.125,0.0,Bolt,False,
mission_comm,PA64,nowill,301,1752076601,"(10, 8)",C1,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,0.0,Bolt,True,True
mission_comm,PA64,nowill,383,1752076610,"(18, 10)",B2,True,take_victim,victim_4_,"(11, 8)",4,15,0.1875,0.0,Bolt,False,
mission_comm,PA64,human,402,1752076612,"(10, 1)",A2,True,take_victim,victim_9_,"(8, 10)",9,15,0.1875,0.0,Bolt,False,
mission_comm,PA64,nowill,485,1752076620,"(11, 8)",B2,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,0.0,Bolt,True,True
mission_comm,PA64,human,522,1752076624,"(8, 10)",A2,True,drop_victim,victim_9_,"(8, 10)",9,22,0.25,0.0,Bolt,True,False
mission_comm,PA64,nowill,523,1752076624,"(15, 12)",B1,True,take_victim,victim_5_,"(8, 9)",5,22,0.3125,0.0,Bolt,False,
mission_comm,PA64,nowill,589,1752076631,"(8, 9)",B1,True,drop_victim,victim_5_,"(8, 9)",5,27,0.3125,0.0,Bolt,True,True
mission_comm,PA64,human,621,1752076635,"(7, 2)",A2,True,take_victim,victim_11_,"(10, 10)",11,27,0.375,0.0,Bolt,False,
mission_comm,PA64,nowill,647,1752076637,"(16, 11)",B1,True,take_victim,victim_6_,"(9, 9)",6,27,0.375,0.0,Bolt,False,
mission_comm,PA64,human,669,1752076640,"(10, 10)",A2,True,drop_victim,victim_11_,"(10, 10)",11,29,0.375,0.0,Bolt,True,False
mission_comm,PA64,nowill,725,1752076645,"(9, 9)",B1,True,drop_victim,victim_6_,"(9, 9)",6,34,0.4375,0.0,Bolt,True,True
mission_comm,PA64,human,760,1752076649,"(2, 12)",D2,False,take_victim,victim_13_,"(8, 11)",13,34,0.5,0.0,Bolt,False,
mission_comm,PA64,nowill,795,1752076653,"(17, 7)",B2,True,take_victim,victim_7_,"(10, 9)",7,34,0.5,0.0,Bolt,False,
mission_comm,PA64,human,865,1752076660,"(8, 11)",D2,False,drop_victim,victim_13_,"(8, 11)",13,36,0.5,0.0,Bolt,True,False
mission_comm,PA64,nowill,885,1752076662,"(10, 9)",B2,True,drop_victim,victim_7_,"(10, 9)",7,41,0.5625,0.0,Bolt,True,True
mission_comm,PA64,human,905,1752076664,"(3, 11)",D1,False,take_victim,victim_14_,"(9, 11)",14,41,0.625,0.0,Bolt,False,
mission_comm,PA64,nowill,955,1752076670,"(7, 17)",C2,True,take_victim,victim_10_,"(9, 10)",10,41,0.625,0.0,Bolt,False,
mission_comm,PA64,human,957,1752076670,"(9, 11)",D1,False,drop_victim,victim_14_,"(9, 11)",14,43,0.625,0.0,Bolt,True,False
mission_comm,PA64,human,1002,1752076675,"(4, 8)",D1,False,take_victim,victim_15_,"(10, 11)",15,43,0.6875,0.0,Bolt,False,
mission_comm,PA64,human,1030,1752076677,"(10, 11)",D1,False,drop_victim,victim_15_,"(10, 11)",15,45,0.6875,0.0,Bolt,True,False
mission_comm,PA64,human,1093,1752076684,"(9, 4)",A1,True,take_victim,victim_8_,"(11, 9)",8,45,0.75,0.0,Bolt,False,
mission_comm,PA64,human,1125,1752076687,"(11, 9)",A1,True,drop_victim,victim_8_,"(11, 9)",8,50,0.75,0.0,Bolt,True,True
mission_comm,PA64,nowill,1126,1752076687,"(9, 10)",C2,True,drop_victim,victim_10_,"(9, 10)",10,55,0.8125,0.0,Bolt,True,True
mission_comm,PA64,human,1157,1752076691,"(8, 3)",A1,True,take_victim,victim_12_,"(11, 10)",12,55,0.875,0.0,Bolt,False,
mission_comm,PA64,nowill,1180,1752076693,"(12, 16)",C1,True,take_victim,victim_16_,"(11, 11)",16,55,0.875,0.0,Bolt,False,
mission_comm,PA64,human,1194,1752076695,"(11, 10)",A1,True,drop_victim,victim_12_,"(11, 10)",12,60,0.875,0.0,Bolt,True,True
mission_comm,PA64,nowill,1254,1752076701,"(11, 11)",C1,True,drop_victim,victim_16_,"(11, 11)",16,65,0.9375,0.0,Bolt,True,True
mission_comm,PA64,human,67,1752076913,"(2, 9)",D2,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,0.0,Argo,False,
mission_comm,PA64,will,87,1752076915,"(18, 8)",B2,True,take_victim,victim_2_,"(9, 8)",2,0,0.0,0.0,Argo,False,
mission_comm,PA64,human,104,1752076917,"(8, 8)",D2,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,0.0,Argo,True,True
mission_comm,PA64,will,193,1752076926,"(9, 8)",B2,True,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,0.0,Argo,True,True
mission_comm,PA64,human,233,1752076930,"(12, 4)",A1,True,take_victim,victim_5_,"(8, 9)",5,10,0.125,0.0,Argo,False,
mission_comm,PA64,will,265,1752076934,"(9, 17)",C2,True,take_victim,victim_3_,"(10, 8)",3,10,0.125,0.0,Argo,False,
mission_comm,PA64,will,359,1752076944,"(10, 8)",C2,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,0.0,Argo,True,True
mission_comm,PA64,will,403,1752076948,"(7, 15)",C1,True,take_victim,victim_6_,"(9, 9)",6,15,0.1875,0.0,Argo,False,
mission_comm,PA64,human,447,1752076953,"(1, 12)",D2,True,take_victim,victim_4_,"(11, 8)",4,15,0.1875,0.0,Argo,False,
mission_comm,PA64,human,497,1752076958,"(11, 8)",D2,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,0.0,Argo,True,True
mission_comm,PA64,human,525,1752076961,"(7, 9)",A1,True,take_victim,victim_5_,"(8, 9)",5,20,0.25,0.0,Argo,False,
mission_comm,PA64,human,535,1752076962,"(8, 9)",A1,True,drop_victim,victim_5_,"(8, 9)",5,25,0.25,0.0,Argo,True,True
mission_comm,PA64,will,536,1752076962,"(9, 9)",C1,True,drop_victim,victim_6_,"(9, 9)",6,30,0.3125,0.0,Argo,True,True
mission_comm,PA64,human,588,1752076968,"(3, 11)",D1,True,take_victim,victim_7_,"(10, 9)",7,30,0.375,0.0,Argo,False,
mission_comm,PA64,human,619,1752076971,"(10, 9)",D1,True,drop_victim,victim_7_,"(10, 9)",7,35,0.375,0.0,Argo,True,True
mission_comm,PA64,will,620,1752076971,"(10, 18)",C2,True,take_victim,victim_8_,"(11, 9)",8,35,0.4375,0.0,Argo,False,
mission_comm,PA64,human,669,1752076976,"(11, 2)",A2,True,take_victim,victim_9_,"(8, 10)",9,35,0.4375,0.0,Argo,False,
mission_comm,PA64,will,726,1752076982,"(11, 9)",C2,True,drop_victim,victim_8_,"(11, 9)",8,40,0.4375,0.0,Argo,True,True
mission_comm,PA64,human,731,1752076983,"(8, 10)",A2,True,drop_victim,victim_9_,"(8, 10)",9,45,0.5,0.0,Argo,True,True
mission_comm,PA64,will,778,1752076988,"(16, 11)",B1,True,take_victim,victim_10_,"(9, 10)",10,45,0.5625,0.0,Argo,False,
mission_comm,PA64,human,780,1752076988,"(4, 9)",D1,True,take_victim,victim_11_,"(10, 10)",11,45,0.5625,0.0,Argo,False,
mission_comm,PA64,will,856,1752076996,"(9, 10)",B1,True,drop_victim,victim_10_,"(9, 10)",10,50,0.5625,0.0,Argo,True,True
mission_comm,PA64,human,861,1752076996,"(10, 10)",D1,True,drop_victim,victim_11_,"(10, 10)",11,55,0.625,0.0,Argo,True,True
mission_comm,PA64,human,910,1752077001,"(12, 1)",A2,True,take_victim,victim_12_,"(11, 10)",12,55,0.6875,0.0,Argo,False,
mission_comm,PA64,will,910,1752077001,"(9, 16)",C1,True,take_victim,victim_13_,"(8, 11)",13,55,0.6875,0.0,Argo,False,
mission_comm,PA64,human,952,1752077006,"(11, 10)",A2,True,drop_victim,victim_12_,"(11, 10)",12,60,0.6875,0.0,Argo,True,True
mission_comm,PA64,will,984,1752077009,"(8, 11)",C1,True,drop_victim,victim_13_,"(8, 11)",13,65,0.75,0.0,Argo,True,True
mission_comm,PA64,human,1000,1752077011,"(11, 3)",A1,True,take_victim,victim_16_,"(11, 11)",16,65,0.8125,0.0,Argo,False,
mission_comm,PA64,will,1056,1752077017,"(17, 11)",B2,True,take_victim,victim_14_,"(9, 11)",14,65,0.8125,0.0,Argo,False,
mission_comm,PA64,will,1148,1752077026,"(9, 11)",B2,True,drop_victim,victim_14_,"(9, 11)",14,70,0.8125,1.990949869155884,Argo,True,True
mission_comm,PA64,will,1190,1752077031,"(15, 8)",B1,True,take_victim,victim_15_,"(10, 11)",15,70,0.875,6.791919946670532,Argo,False,
mission_comm,PA64,human,1205,1752077032,"(12, 9)",A1,True,take_victim,victim_16_,"(11, 11)",16,70,0.875,6.791919946670532,Argo,False,
mission_comm,PA64,will,1252,1752077037,"(10, 11)",B1,True,drop_victim,victim_15_,"(10, 11)",15,75,0.875,6.791919946670532,Argo,True,True
mission_comm,PA64,human,1260,1752077038,"(11, 11)",A1,True,drop_victim,victim_16_,"(11, 11)",16,80,0.9375,6.791919946670532,Argo,True,True
mission_nocomm,PA63,will,69,1752074115,"(10, 17)",C2,True,take_victim,victim_3_,"(10, 8)",3,0,0.0,0.0,Argo,False,
mission_nocomm,PA63,human,70,1752074115,"(9, 3)",A1,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,0.0,Argo,False,
mission_nocomm,PA63,human,96,1752074118,"(8, 8)",A1,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,0.0,Argo,True,True
mission_nocomm,PA63,human,126,1752074121,"(7, 2)",A2,True,take_victim,victim_2_,"(9, 8)",2,5,0.0625,0.0,Argo,False,
mission_nocomm,PA63,human,153,1752074124,"(9, 8)",A2,True,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,0.0,Argo,True,True
mission_nocomm,PA63,will,163,1752074125,"(10, 8)",C2,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,0.0,Argo,True,True
mission_nocomm,PA63,will,245,1752074134,"(18, 9)",B2,True,take_victim,victim_6_,"(9, 9)",6,15,0.1875,0.0,Argo,False,
mission_nocomm,PA63,human,274,1752074137,"(1, 12)",D2,True,take_victim,victim_4_,"(11, 8)",4,15,0.1875,0.0,Argo,False,
mission_nocomm,PA63,human,310,1752074141,"(11, 8)",D2,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,0.0,Argo,True,True
mission_nocomm,PA63,human,337,1752074143,"(12, 1)",A2,True,take_victim,victim_5_,"(8, 9)",5,20,0.25,0.0,Argo,False,
mission_nocomm,PA63,human,370,1752074147,"(8, 9)",A2,True,drop_victim,victim_5_,"(8, 9)",5,25,0.25,0.0,Argo,True,True
mission_nocomm,PA63,will,371,1752074147,"(9, 9)",B2,True,drop_victim,victim_6_,"(9, 9)",6,30,0.3125,0.0,Argo,True,True
mission_nocomm,PA63,human,395,1752074150,"(3, 10)",D1,True,take_victim,victim_7_,"(10, 9)",7,30,0.375,0.0,Argo,False,
mission_nocomm,PA63,will,413,1752074151,"(9, 15)",C1,True,take_victim,victim_8_,"(11, 9)",8,30,0.375,0.0,Argo,False,
mission_nocomm,PA63,human,414,1752074152,"(10, 9)",D1,True,drop_victim,victim_7_,"(10, 9)",7,35,0.375,0.0,Argo,True,True
mission_nocomm,PA63,will,477,1752074158,"(11, 9)",C1,True,drop_victim,victim_8_,"(11, 9)",8,40,0.4375,0.0,Argo,True,True
mission_nocomm,PA63,human,526,1752074163,"(4, 7)",D1,True,take_victim,victim_10_,"(9, 10)",10,40,0.5,0.0,Argo,False,
mission_nocomm,PA63,will,561,1752074167,"(12, 18)",C2,True,take_victim,victim_9_,"(8, 10)",9,40,0.5,0.0,Argo,False,
mission_nocomm,PA63,will,665,1752074178,"(8, 10)",C2,True,drop_victim,victim_9_,"(8, 10)",9,45,0.5,0.0,Argo,True,True
mission_nocomm,PA63,human,674,1752074179,"(9, 10)",D1,True,drop_victim,victim_10_,"(9, 10)",10,50,0.5625,0.0,Argo,True,True
mission_nocomm,PA63,human,701,1752074182,"(12, 4)",A1,True,take_victim,victim_11_,"(10, 10)",11,50,0.625,0.0,Argo,False,
mission_nocomm,PA63,human,726,1752074184,"(10, 10)",A1,True,drop_victim,victim_11_,"(10, 10)",11,55,0.625,0.0,Argo,True,True
mission_nocomm,PA63,will,737,1752074185,"(17, 12)",B2,True,take_victim,victim_12_,"(11, 10)",12,55,0.6875,0.0,Argo,False,
mission_nocomm,PA63,will,825,1752074195,"(11, 10)",B2,True,drop_victim,victim_12_,"(11, 10)",12,60,0.6875,0.0,Argo,True,True
mission_nocomm,PA63,human,849,1752074197,"(2, 9)",D2,True,take_victim,victim_14_,"(9, 11)",14,60,0.75,0.0,Argo,False,
mission_nocomm,PA63,will,863,1752074199,"(15, 9)",B1,True,take_victim,victim_13_,"(8, 11)",13,60,0.75,0.0,Argo,False,
mission_nocomm,PA63,will,929,1752074206,"(8, 11)",B1,True,drop_victim,victim_13_,"(8, 11)",13,65,0.75,0.0,Argo,True,True
mission_nocomm,PA63,human,939,1752074207,"(9, 11)",D2,True,drop_victim,victim_14_,"(9, 11)",14,70,0.8125,0.0,Argo,True,True
mission_nocomm,PA63,will,981,1752074211,"(8, 16)",C1,True,take_victim,victim_15_,"(10, 11)",15,70,0.875,0.0,Argo,False,
mission_nocomm,PA63,will,1055,1752074219,"(10, 11)",C1,True,drop_victim,victim_15_,"(10, 11)",15,75,0.875,0.0,Argo,True,True
mission_nocomm,PA63,will,1109,1752074224,"(16, 12)",B1,True,take_victim,victim_16_,"(11, 11)",16,75,0.9375,0.0,Argo,False,
mission_nocomm,PA63,will,1183,1752074232,"(11, 11)",B1,True,drop_victim,victim_16_,"(11, 11)",16,80,0.9375,0.0,Argo,True,True
mission_nocomm,PA63,nowill,41,1752074444,"(10, 15)",C1,True,take_victim,victim_4_,"(11, 8)",4,0,0.0,0.0,Bolt,False,
mission_nocomm,PA63,human,135,1752074454,"(17, 9)",B2,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,7.719771862030029,Bolt,False,
mission_nocomm,PA63,human,212,1752074462,"(8, 8)",B2,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,13.362404823303224,Bolt,True,True
mission_nocomm,PA63,human,235,1752074464,"(8, 3)",A1,True,take_victim,victim_2_,"(9, 8)",2,5,0.0625,13.362404823303224,Bolt,False,
mission_nocomm,PA63,human,257,1752074466,"(9, 8)",A1,True,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,13.362404823303224,Bolt,True,True
mission_nocomm,PA63,human,319,1752074473,"(15, 7)",B1,True,take_victim,victim_3_,"(10, 8)",3,10,0.125,16.61131978034973,Bolt,False,
mission_nocomm,PA63,human,370,1752074478,"(10, 8)",B1,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,20.476736783981323,Bolt,True,True
mission_nocomm,PA63,nowill,371,1752074478,"(11, 8)",C1,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,20.476736783981323,Bolt,True,True
mission_nocomm,PA63,nowill,395,1752074481,"(2, 8)",D2,True,take_victim,victim_5_,"(8, 9)",5,20,0.25,20.476736783981323,Bolt,False,
mission_nocomm,PA63,nowill,411,1752074483,"(8, 9)",D2,True,drop_victim,victim_5_,"(8, 9)",5,25,0.25,20.579729080200195,Bolt,True,True
mission_nocomm,PA63,nowill,467,1752074488,"(8, 16)",C1,True,take_victim,victim_8_,"(11, 9)",8,25,0.3125,26.004438877105713,Bolt,False,
mission_nocomm,PA63,human,476,1752074489,"(18, 7)",B2,True,take_victim,victim_6_,"(9, 9)",6,25,0.3125,27.365792989730835,Bolt,False,
mission_nocomm,PA63,human,575,1752074500,"(9, 9)",B2,True,drop_victim,victim_6_,"(9, 9)",6,30,0.3125,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,human,599,1752074502,"(7, 2)",A2,True,take_victim,victim_7_,"(10, 9)",7,30,0.375,35.45442199707031,Bolt,False,
mission_nocomm,PA63,human,626,1752074505,"(10, 9)",A2,True,drop_victim,victim_7_,"(10, 9)",7,35,0.375,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,nowill,627,1752074505,"(11, 9)",C1,True,drop_victim,victim_8_,"(11, 9)",8,40,0.4375,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,nowill,697,1752074512,"(11, 17)",C2,True,take_victim,victim_9_,"(8, 10)",9,40,0.5,35.45442199707031,Bolt,False,
mission_nocomm,PA63,human,702,1752074513,"(11, 1)",A2,True,take_victim,victim_11_,"(10, 10)",11,40,0.5,35.45442199707031,Bolt,False,
mission_nocomm,PA63,nowill,787,1752074522,"(8, 10)",C2,True,drop_victim,victim_9_,"(8, 10)",9,45,0.5,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,nowill,869,1752074531,"(9, 18)",C2,True,take_victim,victim_10_,"(9, 10)",10,45,0.5625,35.45442199707031,Bolt,False,
mission_nocomm,PA63,nowill,973,1752074541,"(9, 10)",C2,True,drop_victim,victim_10_,"(9, 10)",10,50,0.5625,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,human,979,1752074542,"(10, 10)",A2,True,drop_victim,victim_11_,"(10, 10)",11,55,0.625,35.45442199707031,Bolt,True,True
mission_nocomm,PA63,nowill,991,1752074543,"(3, 8)",D1,True,take_victim,victim_14_,"(9, 11)",14,55,0.6875,35.45442199707031,Bolt,False,
mission_nocomm,PA63,human,1052,1752074550,"(16, 11)",B1,True,take_victim,victim_12_,"(11, 10)",12,55,0.6875,41.529167890548706,Bolt,False,
mission_nocomm,PA63,human,1120,1752074557,"(11, 10)",B1,True,drop_victim,victim_12_,"(11, 10)",12,60,0.6875,47.40581393241882,Bolt,True,True
mission_nocomm,PA63,human,1139,1752074559,"(10, 4)",A1,True,take_victim,victim_13_,"(8, 11)",13,60,0.75,47.40581393241882,Bolt,False,
mission_nocomm,PA63,human,1161,1752074561,"(8, 11)",A1,True,drop_victim,victim_13_,"(8, 11)",13,65,0.75,47.40581393241882,Bolt,True,True
mission_nocomm,PA63,nowill,1162,1752074561,"(9, 11)",D1,True,drop_victim,victim_14_,"(9, 11)",14,70,0.8125,47.40581393241882,Bolt,True,True
mission_nocomm,PA63,nowill,1178,1752074563,"(4, 12)",D1,True,take_victim,victim_15_,"(10, 11)",15,70,0.875,47.40581393241882,Bolt,False,
mission_nocomm,PA63,nowill,1194,1752074565,"(10, 11)",D1,True,drop_victim,victim_15_,"(10, 11)",15,75,0.875,47.40581393241882,Bolt,True,True
mission_nocomm,PA63,nowill,1218,1752074567,"(1, 12)",D2,True,take_victim,victim_16_,"(11, 11)",16,75,0.9375,47.40581393241882,Bolt,False,
mission_nocomm,PA63,nowill,1242,1752074570,"(11, 11)",D2,True,drop_victim,victim_16_,"(11, 11)",16,80,0.9375,47.40581393241882,Bolt,True,True
mission_nocomm,PA52,nowill,15,1751545055,"(2, 10)",D2,True,take_victim,victim_3_,"(10, 8)",3,0,0.0,0.0,Bolt,False,
mission_nocomm,PA52,human,120,1751545066,"(12, 1)",A2,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,0.0,Bolt,False,
mission_nocomm,PA52,human,171,1751545071,"(8, 8)",A2,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,0.0,Bolt,True,True
mission_nocomm,PA52,human,198,1751545074,"(11, 3)",A1,True,take_victim,victim_2_,"(9, 8)",2,5,0.0625,0.0,Bolt,False,
mission_nocomm,PA52,human,223,1751545076,"(9, 8)",A1,True,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,0.0,Bolt,True,True
mission_nocomm,PA52,nowill,224,1751545077,"(10, 8)",D2,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,0.0,Bolt,True,True
mission_nocomm,PA52,nowill,296,1751545084,"(10, 17)",C2,True,take_victim,victim_4_,"(11, 8)",4,15,0.1875,0.0,Bolt,False,
mission_nocomm,PA52,nowill,390,1751545094,"(11, 8)",C2,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,0.0,Bolt,True,True
mission_nocomm,PA52,human,462,1751545101,"(15, 10)",B1,True,take_victim,victim_5_,"(8, 9)",5,20,0.25,6.355046272277832,Bolt,False,
mission_nocomm,PA52,nowill,476,1751545103,"(11, 18)",C2,True,take_victim,victim_8_,"(11, 9)",8,20,0.25,7.597608327865601,Bolt,False,
mission_nocomm,PA52,human,508,1751545106,"(8, 9)",B1,True,drop_victim,victim_5_,"(8, 9)",5,25,0.25,9.476689338684082,Bolt,True,True
mission_nocomm,PA52,human,615,1751545117,"(18, 10)",B2,True,take_victim,victim_6_,"(9, 9)",6,25,0.3125,15.347522497177124,Bolt,False,
mission_nocomm,PA52,human,691,1751545125,"(9, 9)",B2,True,drop_victim,victim_6_,"(9, 9)",6,30,0.3125,21.54081439971924,Bolt,True,True
mission_nocomm,PA52,human,751,1751545132,"(17, 8)",B2,True,take_victim,victim_7_,"(10, 9)",7,30,0.375,25.842876434326172,Bolt,False,
mission_nocomm,PA52,human,815,1751545138,"(10, 9)",B2,True,drop_victim,victim_7_,"(10, 9)",7,35,0.375,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,nowill,816,1751545139,"(11, 9)",C2,True,drop_victim,victim_8_,"(11, 9)",8,40,0.4375,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,nowill,836,1751545141,"(4, 7)",D1,True,take_victim,victim_9_,"(8, 10)",9,40,0.5,31.089686393737793,Bolt,False,
mission_nocomm,PA52,nowill,848,1751545142,"(8, 10)",D1,True,drop_victim,victim_9_,"(8, 10)",9,45,0.5,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,human,857,1751545143,"(8, 4)",A1,True,take_victim,victim_11_,"(10, 10)",11,45,0.5625,31.089686393737793,Bolt,False,
mission_nocomm,PA52,nowill,902,1751545148,"(8, 16)",C1,True,take_victim,victim_12_,"(11, 10)",12,45,0.5625,31.089686393737793,Bolt,False,
mission_nocomm,PA52,human,946,1751545152,"(7, 2)",A2,True,take_victim,victim_10_,"(9, 10)",10,45,0.5625,31.089686393737793,Bolt,False,
mission_nocomm,PA52,human,974,1751545155,"(9, 10)",A2,True,drop_victim,victim_10_,"(9, 10)",10,50,0.5625,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,human,1003,1751545158,"(10, 2)",A1,True,take_victim,victim_11_,"(10, 10)",11,50,0.625,31.089686393737793,Bolt,False,
mission_nocomm,PA52,human,1022,1751545160,"(10, 10)",A1,True,drop_victim,victim_11_,"(10, 10)",11,55,0.625,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,nowill,1023,1751545160,"(11, 10)",C1,True,drop_victim,victim_12_,"(11, 10)",12,60,0.6875,31.089686393737793,Bolt,True,True
mission_nocomm,PA52,nowill,1063,1751545164,"(10, 15)",C1,True,take_victim,victim_13_,"(8, 11)",13,60,0.75,31.089686393737793,Bolt,False,
mission_nocomm,PA52,nowill,1123,1751545171,"(8, 11)",C1,True,drop_victim,victim_13_,"(8, 11)",13,65,0.75,36.34344840049744,Bolt,True,True
mission_nocomm,PA52,human,1130,1751545172,"(16, 8)",B1,True,take_victim,victim_14_,"(9, 11)",14,65,0.8125,37.710137605667114,Bolt,False,
mission_nocomm,PA52,nowill,1143,1751545173,"(1, 11)",D2,True,take_victim,victim_15_,"(10, 11)",15,65,0.8125,39.00151467323303,Bolt,False,
mission_nocomm,PA52,human,1194,1751545178,"(9, 11)",B1,True,drop_victim,victim_14_,"(9, 11)",14,70,0.8125,41.779088497161865,Bolt,True,True
mission_nocomm,PA52,nowill,1195,1751545178,"(10, 11)",D2,True,drop_victim,victim_15_,"(10, 11)",15,75,0.875,41.779088497161865,Bolt,True,True
mission_nocomm,PA52,nowill,1215,1751545180,"(3, 10)",D1,True,take_victim,victim_16_,"(11, 11)",16,75,0.9375,41.779088497161865,Bolt,False,
mission_nocomm,PA52,nowill,1235,1751545183,"(11, 11)",D1,True,drop_victim,victim_16_,"(11, 11)",16,80,0.9375,41.779088497161865,Bolt,True,True
mission_nocomm,PA52,will,73,1751545390,"(17, 12)",B2,True,take_victim,victim_1_,"(8, 8)",1,0,0.0,0.0,Argo,False,
mission_nocomm,PA52,human,74,1751545390,"(12, 3)",A1,True,take_victim,victim_2_,"(9, 8)",2,0,0.0,0.0,Argo,False,
mission_nocomm,PA52,will,167,1751545399,"(8, 8)",B2,True,drop_victim,victim_1_,"(8, 8)",1,5,0.0,0.0,Argo,True,True
mission_nocomm,PA52,human,177,1751545400,"(9, 8)",A1,True,drop_victim,victim_2_,"(9, 8)",2,10,0.0625,0.0,Argo,True,True
mission_nocomm,PA52,human,201,1751545403,"(8, 2)",A2,True,take_victim,victim_3_,"(10, 8)",3,10,0.125,0.0,Argo,False,
mission_nocomm,PA52,will,225,1751545405,"(9, 16)",C1,True,take_victim,victim_4_,"(11, 8)",4,10,0.125,0.0,Argo,False,
mission_nocomm,PA52,human,228,1751545406,"(10, 8)",A2,True,drop_victim,victim_3_,"(10, 8)",3,15,0.125,0.0,Argo,True,True
mission_nocomm,PA52,human,292,1751545412,"(3, 12)",D1,True,take_victim,victim_5_,"(8, 9)",5,15,0.1875,0.0,Argo,False,
mission_nocomm,PA52,will,305,1751545414,"(11, 8)",C1,True,drop_victim,victim_4_,"(11, 8)",4,20,0.1875,0.0,Argo,True,True
mission_nocomm,PA52,human,338,1751545417,"(8, 9)",D1,True,drop_victim,victim_5_,"(8, 9)",5,25,0.25,0.0,Argo,True,True
mission_nocomm,PA52,will,343,1751545418,"(15, 8)",B1,True,take_victim,victim_6_,"(9, 9)",6,25,0.3125,0.0,Argo,False,
mission_nocomm,PA52,will,407,1751545425,"(9, 9)",B1,True,drop_victim,victim_6_,"(9, 9)",6,30,0.3125,0.0,Argo,True,True
mission_nocomm,PA52,human,424,1751545426,"(2, 7)",D2,True,take_victim,victim_8_,"(11, 9)",8,30,0.375,0.0,Argo,False,
mission_nocomm,PA52,will,491,1751545433,"(11, 18)",C2,True,take_victim,victim_7_,"(10, 9)",7,30,0.375,0.0,Argo,False,
mission_nocomm,PA52,will,597,1751545444,"(10, 9)",C2,True,drop_victim,victim_7_,"(10, 9)",7,35,0.375,0.0,Argo,True,True
mission_nocomm,PA52,human,606,1751545445,"(11, 9)",D2,True,drop_victim,victim_8_,"(11, 9)",8,40,0.4375,0.0,Argo,True,True
mission_nocomm,PA52,human,648,1751545450,"(7, 4)",A1,True,take_victim,victim_9_,"(8, 10)",9,40,0.5,0.0,Argo,False,
mission_nocomm,PA52,human,669,1751545452,"(8, 10)",A1,True,drop_victim,victim_9_,"(8, 10)",9,45,0.5,0.0,Argo,True,True
mission_nocomm,PA52,will,679,1751545453,"(18, 11)",B2,True,take_victim,victim_11_,"(10, 10)",11,45,0.5625,0.0,Argo,False,
mission_nocomm,PA52,human,702,1751545455,"(1, 8)",D2,True,take_victim,victim_10_,"(9, 10)",10,45,0.5625,0.0,Argo,False,
mission_nocomm,PA52,human,731,1751545458,"(9, 10)",D2,True,drop_victim,victim_10_,"(9, 10)",10,50,0.5625,0.0,Argo,True,True
